"Full.F","YPR","SPR","SSBPR","Freport_7-10"
1.11,0.621038437404464,0.0691384751138173,0.498790528446432,1.11
1.12,0.619205656691329,0.0681852129612306,0.491913342739718,1.12
1.13,0.617380154336068,0.067250385540928,0.485169152009284,1.13
1.14,0.615562064265428,0.0663335254018683,0.478554583890444,1.14
1.15,0.613751510343695,0.0654341798938277,0.472066372797084,1.15
1.16,0.611948606908099,0.0645519106044599,0.465701355860402,1.16
1.17,0.610153459275108,0.0636862928213148,0.459456469047715,1.17
1.18,0.608366164219319,0.0628369150175569,0.45332874345224,1.18
1.19,0.606586810426557,0.0620033783601927,0.447315301745264,1.19
1.2,0.60481547892265,0.061185296239684,0.441413354782601,1.2
1.21,0.603052243479296,0.0603822938198879,0.435620198357694,1.21
1.22,0.601297170998343,0.059594007607322,0.429933210094133,1.22
1.23,0.599550321875691,0.0588200850388087,0.424349846470769,1.23
1.24,0.597811750345991,0.0580601840866042,0.418867639972968,1.24
1.25,0.596081504809222,0.057313972880168,0.413484196363917,1.25
1.26,0.594359628140152,0.0565811293437712,0.408197192070199,1.26
1.27,0.592646157981659,0.05586134084919,0.403004371676188,1.27
1.28,0.590941127022797,0.0551543038827647,0.397903545522099,1.28
1.29,0.589244563262454,0.0544597237261503,0.392892587400796,1.29
1.3,0.587556490259397,0.0537773141501131,0.387969432348733,1.3
1.31,0.585876927369458,0.0531067971207669,0.383132074526632,1.31
1.32,0.584205889970548,0.0524479025176719,0.378378565185745,1.32
1.33,0.582543389676176,0.0518003678632494,0.373707010715747,1.33
1.34,0.580889434538084,0.0511639380629945,0.369115570770541,1.34
1.35,0.579244029238591,0.0505383651559939,0.364602456468397,1.35
1.36,0.577607175273195,0.0499234080752842,0.360165928663089,1.36
1.37,0.575978871123951,0.0493188324176059,0.355804296282815,1.37
1.38,0.574359112424122,0.0487244102221333,0.351515914733873,1.38
1.39,0.572747892114559,0.048139919757781,0.347299184366212,1.39
1.4,0.571145200592243,0.0475651453187075,0.343152548998119,1.4
1.41,0.569551025851413,0.046999877027655,0.339074494497439,1.41
1.42,0.567965353617655,0.0464439106467824,0.335063547416853,1.42
1.43,0.566388167475321,0.0458970473956663,0.331118273680875,1.43
1.44,0.564819448988624,0.0453590937761588,0.327237277322305,1.44
1.45,0.563259177816749,0.0448298614038079,0.323419199266038,1.45
1.46,0.561707331823255,0.0443091668455597,0.319662716158184,1.46
1.47,0.560163887180102,0.0437968314634739,0.315966539238579,1.47
1.48,0.558628818466538,0.0432926812642004,0.312329413254848,1.48
1.49,0.557102098763137,0.0427965467539717,0.30875011541627,1.49
1.5,0.555583699741217,0.0423082627988824,0.30522745438578,1.5
1.51,0.55407359174788,0.0418276684902349,0.301760269308527,1.51
1.52,0.552571743886877,0.0413546070147407,0.298347428875455,1.52
1.53,0.55107812409554,0.0408889255293789,0.294987830420485,1.53
1.54,0.54959269921794,0.0404304750407191,0.29168039904991,1.54
1.55,0.548115435074483,0.0399791102885284,0.28842408680269,1.55
1.56,0.546646296528111,0.0395346896334881,0.285217871840397,1.56
1.57,0.545185247547281,0.0390970749488534,0.282060757665611,1.57
1.58,0.543732251265874,0.0386661315158997,0.278951772367633,1.58
1.59,0.542287270040191,0.0382417279230031,0.275889967894408,1.59
1.6,0.540850265503169,0.0378237359682109,0.272874419349637,1.6
1.61,0.539421198615969,0.0374120305651639,0.269904224314065,1.61
1.62,0.538000029717047,0.0370064896522399,0.266978502190009,1.62
1.63,0.536586718568835,0.036606994104791,0.264096393568203,1.63
1.64,0.535181224402156,0.0362134276503551,0.261257059616106,1.64
1.65,0.533783505958468,0.0358256767867262,0.258459681486829,1.65
1.66,0.532393521530054,0.0354436307027734,0.255703459747891,1.66
1.67,0.531011228998245,0.0350671812019028,0.252987613829051,1.67
1.68,0.529636585869782,0.0346962226280621,0.250311381488475,1.68
1.69,0.528269549311398,0.0343306517941915,0.247674018296551,1.69
1.7,0.526910076182698,0.033970367913027,0.245074797136684,1.7
1.71,0.525558123067438,0.0336152725301697,0.24251300772243,1.71
1.72,0.524213646303255,0.0332652694593349,0.239987956130358,1.72
1.73,0.522876602009941,0.0329202647197002,0.237498964348059,1.73
1.74,0.521546946116317,0.032580166475275,0.235045369836736,1.74
1.75,0.520224634385772,0.0322448849762168,0.232626525107832,1.75
1.76,0.518909622440546,0.031914332502023,0.230241797313199,1.76
1.77,0.517601865784786,0.0315884233065285,0.227890567848294,1.77
1.78,0.516301319826471,0.0312670735646459,0.225572231967934,1.78
1.79,0.515007939898217,0.0309502013207825,0.223286198414164,1.79
1.8,0.513721681277052,0.0306377264388754,0.221031889055791,1.8
1.81,0.512442499203176,0.0303295705539864,0.218808738539171,1.81
1.82,0.511170348897781,0.0300256570254008,0.216616193949842,1.82
1.83,0.509905185579956,0.0297259108911766,0.214453714484633,1.83
1.84,0.50864696448272,0.0294302588240929,0.212320771133855,1.84
1.85,0.507395640868242,0.0291386290889487,0.210216846373238,1.85
1.86,0.506151170042256,0.028850951501164,0.208141433865267,1.86
1.87,0.504913507367733,0.0285671573866386,0.206094038169583,1.87
1.88,0.503682608277833,0.0282871795428237,0.204074174462149,1.88
1.89,0.502458428288167,0.0280109522009662,0.202081368262856,1.89
1.9,0.501240923008413,0.0277384109894836,0.200115155171303,1.9
1.91,0.500030048153302,0.0274694928984319,0.19817508061045,1.91
1.92,0.498825759553006,0.0272041362450281,0.196260699577889,1.92
1.93,0.49762801316297,0.0269422806401931,0.194371576404471,1.93
1.94,0.496436765073182,0.0266838669560789,0.192507284520033,1.94
1.95,0.495251971516945,0.026428837294548,0.190667406226,1.95
1.96,0.494073588879141,0.0261771349565725,0.188851532474614,1.96
1.97,0.492901573704031,0.0259287044125222,0.187059262654589,1.97
1.98,0.491735882702599,0.0256834912733132,0.185290204382958,1.98
1.99,0.490576472759472,0.0254414422623868,0.183543973302923,1.99
2,0.489423300939427,0.0252025051884925,0.181820192887503,2
